Geneid,SRR31110490,SRR31110491,SRR31110500,SRR31110501,SRR31110510,SRR31110511,SRR31110520,SRR31110521,SRR31110528,SRR31110533,SRR31110538,SRR31110543
ENSG00000260838,30,22,0,2,30,8,7,23,38,5,10,6
ENSG00000147601,604,455,183,113,704,274,416,825,674,171,362,467
ENSG00000222488,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272254,8,8,2,4,2,2,4,0,2,8,2,2
ENSG00000137563,89,117,63,36,70,22,85,143,147,67,49,53
ENSG00000104218,1171,1150,453,332,1376,572,882,1650,1289,411,982,979
ENSG00000083168,1519,1301,686,417,2120,843,1123,1872,2287,1111,1522,2095
ENSG00000238966,2,0,0,0,0,0,0,4,7,0,2,3
ENSG00000244235,0,0,2,2,0,0,0,0,2,6,0,0
ENSG00000253135,0,0,12,5,0,0,0,0,0,10,0,2
ENSG00000104368,106,97,100,53,348,132,66,176,205,272,120,136
ENSG00000070501,131,118,41,27,130,85,80,137,150,60,93,109
ENSG00000104371,0,5,11,16,7,0,2,0,0,22,1,11
ENSG00000078668,425,418,39,21,584,200,318,529,709,66,317,231
ENSG00000237586,0,1,2,2,11,2,0,0,10,3,8,0
ENSG00000183665,100,127,70,28,165,86,103,157,161,73,119,111
ENSG00000147687,156,146,41,16,127,52,120,189,229,38,85,133
ENSG00000284087,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147684,235,227,126,66,392,141,166,288,458,209,368,271
ENSG00000170873,290,280,129,81,451,166,225,378,776,181,316,557
ENSG00000263735,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283609,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250428,2,0,19,12,0,0,6,8,0,16,0,0
ENSG00000104687,300,231,106,77,279,99,221,375,324,139,169,268
ENSG00000104691,73,74,44,31,56,28,59,132,119,83,47,65
ENSG00000271081,2,0,4,1,0,0,0,2,2,2,0,2
ENSG00000104695,1167,1231,292,188,825,336,930,1573,956,635,327,1235
ENSG00000133863,239,219,102,56,149,74,152,282,124,48,83,101
ENSG00000253204,0,0,10,2,0,2,0,0,2,0,0,5
ENSG00000165071,12,10,8,3,7,2,4,8,4,26,9,37
ENSG00000168615,670,583,118,109,732,318,500,895,898,227,405,764
ENSG00000185942,2555,2401,893,623,1174,510,1945,3259,1475,2251,471,2427
ENSG00000105339,813,775,431,293,1754,723,600,1076,1565,965,1016,1760
ENSG00000203499,0,10,57,40,31,15,9,11,10,58,7,43
ENSG00000177570,1097,1013,282,176,1473,548,784,1529,1661,261,1144,436
ENSG00000104635,355,385,117,63,728,300,249,463,262,178,281,343
ENSG00000158806,51,44,47,51,419,140,46,74,153,80,259,51
ENSG00000158815,23,32,62,36,455,212,40,38,52,75,225,38
ENSG00000158863,314,216,284,142,544,237,214,329,425,344,395,404
ENSG00000168453,64,90,120,77,344,146,56,104,241,164,320,125
ENSG00000168476,9,4,48,16,30,14,14,16,34,47,16,66
ENSG00000168481,263,278,82,40,720,218,231,341,1167,120,690,292
ENSG00000168487,58,66,159,70,143,67,58,121,173,220,121,173
ENSG00000168490,1813,1704,1516,924,4484,1936,1435,2427,1758,428,2424,524
ENSG00000168495,293,239,147,99,389,169,186,389,361,232,241,296
ENSG00000197181,28,43,60,21,28,12,18,57,26,60,14,55
ENSG00000241026,4,2,10,6,9,6,2,2,1,6,2,8
ENSG00000253415,0,0,16,10,0,0,0,0,0,16,0,4
ENSG00000254312,0,0,0,0,0,0,0,0,0,6,0,2
ENSG00000223281,0,0,1,0,0,0,0,0,0,6,0,2
ENSG00000271930,1,0,1,0,0,0,0,0,2,2,0,0
ENSG00000229625,0,0,0,0,1,0,0,0,2,0,0,0
ENSG00000253180,24,11,13,6,42,2,20,31,30,9,28,13
ENSG00000253562,6,7,0,8,5,0,2,0,2,13,1,8
ENSG00000253532,0,6,0,6,7,0,0,0,0,2,0,0
ENSG00000236583,10,6,9,14,12,6,6,6,11,17,14,22
ENSG00000237704,11,6,31,11,5,0,3,28,12,20,8,13
ENSG00000225017,2,10,21,18,19,2,14,11,15,28,10,14
ENSG00000206699,1,4,0,0,0,0,1,5,0,0,0,0
ENSG00000207804,0,0,2,2,0,0,0,1,1,0,0,0
ENSG00000216069,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000243254,4,2,0,0,4,1,2,2,2,2,5,5
ENSG00000235683,8,12,40,18,34,20,6,5,18,60,20,33
ENSG00000253539,6,6,4,0,11,2,4,7,3,6,8,6
ENSG00000253912,1,1,6,6,3,2,0,2,6,11,1,6
ENSG00000164919,348,318,33,21,581,277,287,433,773,53,333,224
ENSG00000287952,2,2,24,10,2,1,2,2,0,22,2,6
ENSG00000176623,377,350,155,80,339,136,279,502,466,311,282,488
ENSG00000250569,20,25,20,0,10,8,14,24,29,10,28,36
ENSG00000254088,14,21,5,5,30,6,16,39,24,18,20,29
ENSG00000085719,691,642,112,94,634,256,534,918,639,352,298,845
ENSG00000253292,6,2,5,10,0,0,0,2,0,8,0,0
ENSG00000233915,0,4,0,0,2,0,0,1,0,3,0,0
ENSG00000253568,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205333,2,4,30,30,0,0,0,4,0,32,0,10
ENSG00000227013,0,0,0,2,0,0,0,0,0,0,0,2
ENSG00000253881,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284603,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284661,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221305,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244427,0,0,1,4,0,0,0,0,4,4,0,0
ENSG00000254311,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170289,7,11,9,12,7,8,9,14,8,22,7,15
ENSG00000168484,12,17,39,26,32,11,18,20,26,50,21,53
ENSG00000213708,0,0,2,6,0,3,0,1,2,13,3,4
ENSG00000254021,0,0,0,1,1,0,0,0,1,1,0,0
ENSG00000253676,11,10,8,6,13,4,3,14,24,14,21,20
ENSG00000251892,0,1,0,0,5,2,0,6,8,0,0,0
ENSG00000174429,5,2,21,10,18,6,2,4,18,17,6,10
ENSG00000104290,1175,1171,235,159,1382,518,877,1513,1534,176,742,733
ENSG00000265251,0,2,0,0,4,0,0,1,8,0,0,2
ENSG00000202411,0,0,0,0,3,0,0,2,2,6,1,2
ENSG00000104299,77,70,88,40,133,43,66,126,131,113,99,154
ENSG00000254034,17,19,6,4,15,4,10,24,21,36,12,28
ENSG00000242958,0,4,2,2,10,5,0,2,7,4,13,14
ENSG00000273710,3,0,0,0,1,1,0,2,5,8,0,0
ENSG00000104365,381,330,216,148,540,214,296,510,613,418,395,672
ENSG00000243171,4,2,0,0,2,0,0,0,5,4,0,0
ENSG00000253420,41,54,19,11,18,23,26,62,27,0,20,12
ENSG00000254141,41,33,4,6,21,2,32,53,15,2,20,14
ENSG00000243601,5,11,4,1,4,0,11,13,13,4,8,4
ENSG00000253526,0,0,3,7,0,0,0,0,0,0,0,0
ENSG00000201627,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164830,1133,1195,210,112,2784,1177,857,1555,4218,233,1960,736
ENSG00000275905,0,0,8,6,0,0,0,0,0,2,0,2
ENSG00000254146,0,0,17,8,0,0,0,6,4,2,0,4
ENSG00000287208,4,1,2,3,0,0,3,1,2,13,0,28
ENSG00000286766,0,4,9,4,2,0,1,3,0,9,0,4
ENSG00000184489,56,65,91,45,155,50,50,78,95,300,56,221
ENSG00000170786,5,2,14,8,36,17,4,5,28,35,26,14
ENSG00000175305,82,87,41,31,68,28,60,96,141,44,70,54
ENSG00000176269,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000180053,0,0,14,4,0,0,0,0,2,31,2,5
ENSG00000180190,224,174,72,26,154,78,141,296,165,83,134,150
ENSG00000147650,824,771,156,116,408,171,674,1097,728,120,251,236
ENSG00000253854,26,31,22,15,53,16,37,55,73,4,19,45
ENSG00000253722,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279331,37,13,10,8,41,14,16,31,32,24,29,26
ENSG00000182759,4,0,18,11,0,0,4,0,2,45,0,8
ENSG00000014164,100,110,115,97,212,59,83,143,183,174,140,176
ENSG00000275558,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104518,40,20,51,40,44,34,25,38,44,102,20,82
ENSG00000204839,18,18,63,47,47,17,20,25,17,68,35,76
ENSG00000147813,15,13,36,24,35,11,15,25,21,39,48,49
ENSG00000279605,2,3,16,6,4,0,0,4,0,22,5,10
ENSG00000179886,18,16,79,67,92,44,8,33,50,64,58,70
ENSG00000104524,40,36,70,37,66,18,20,59,55,102,33,48
ENSG00000104522,74,70,60,27,95,38,50,88,78,153,47,134
ENSG00000183309,393,422,185,97,786,330,322,483,568,203,350,303
ENSG00000164953,231,254,64,36,335,157,142,296,232,79,181,194
ENSG00000253382,0,0,2,3,0,0,0,1,0,14,0,0
ENSG00000155090,52,50,41,28,156,48,56,92,99,124,56,203
ENSG00000250684,0,0,2,0,0,0,0,0,2,4,0,2
ENSG00000253385,8,8,6,0,8,11,6,4,8,6,8,6
ENSG00000253263,7,5,14,8,4,7,3,12,6,9,1,7
ENSG00000244052,4,4,3,4,10,0,2,14,12,26,2,11
ENSG00000201216,0,1,0,0,0,0,0,0,0,0,0,2
ENSG00000215262,0,2,22,16,0,0,1,3,3,32,4,13
ENSG00000254038,0,0,14,12,0,0,0,0,0,6,2,0
ENSG00000253650,0,2,0,0,0,0,0,2,0,7,0,0
ENSG00000132549,1697,1667,518,267,1939,817,1294,2280,2339,703,1401,1824
ENSG00000244307,0,0,2,0,14,8,0,0,8,6,8,8
ENSG00000161016,497,455,189,141,885,352,362,665,811,431,400,783
ENSG00000283764,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170619,40,45,50,20,78,37,36,26,103,53,45,63
ENSG00000286681,19,17,40,22,28,16,10,38,54,56,36,47
ENSG00000196150,151,139,116,69,259,119,128,187,190,165,206,171
ENSG00000170631,50,61,77,48,78,36,25,83,96,86,68,99
ENSG00000255164,5,1,6,3,0,1,2,0,3,0,6,3
ENSG00000254618,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255530,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253793,6,7,4,10,2,5,6,4,9,2,8,4
ENSG00000253579,0,0,0,0,2,0,0,0,1,2,0,0
ENSG00000179832,576,520,406,270,1534,594,436,747,958,514,1183,638
ENSG00000182197,285,255,113,71,253,87,246,413,231,185,196,191
ENSG00000239315,0,0,4,0,0,0,0,0,0,8,0,2
ENSG00000104643,663,609,106,64,475,178,452,845,784,169,294,406
ENSG00000246477,49,51,21,12,40,19,57,79,42,51,18,45
ENSG00000177710,6,0,16,8,3,8,10,8,5,4,3,6
ENSG00000242483,1,2,0,1,0,0,2,2,0,2,2,2
ENSG00000199368,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284957,0,0,16,10,0,0,0,0,2,5,0,6
ENSG00000287755,2,2,20,14,0,0,0,4,8,4,1,2
ENSG00000255174,10,0,0,0,3,0,0,6,2,4,1,0
ENSG00000255016,0,0,0,4,0,0,0,0,0,6,0,0
ENSG00000254817,0,0,12,2,0,0,0,0,0,8,0,6
ENSG00000252029,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255544,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000254923,17,32,22,6,23,7,12,27,19,48,20,16
ENSG00000226430,22,18,24,17,46,18,6,30,26,52,15,32
ENSG00000283576,2,0,2,0,0,0,0,2,2,0,2,0
ENSG00000254265,0,0,13,14,0,0,2,0,1,14,10,3
ENSG00000182372,272,303,175,109,200,96,176,395,605,237,188,475
ENSG00000283239,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283858,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207826,0,0,1,2,0,0,0,0,0,0,0,0
ENSG00000104728,153,149,64,44,108,37,93,192,268,108,79,188
ENSG00000285957,2,0,20,17,4,0,0,5,1,26,0,12
ENSG00000176595,912,849,452,223,1443,624,664,1224,1137,655,796,1624
ENSG00000270988,3,0,4,0,5,3,10,6,4,10,10,4
ENSG00000036448,58,68,110,64,247,111,43,60,104,159,138,127
ENSG00000273593,0,0,0,0,0,0,0,0,0,0,2,2
ENSG00000287970,4,2,22,26,8,4,2,2,7,16,16,24
ENSG00000076554,864,862,216,146,633,281,646,1207,1207,100,404,349
ENSG00000185697,155,106,57,34,58,28,84,165,167,73,56,130
ENSG00000120896,229,188,245,132,401,137,188,283,276,540,206,513
ENSG00000164756,25,11,30,27,0,0,17,17,4,27,0,12
ENSG00000205883,3,2,0,2,2,0,3,8,1,3,3,1
ENSG00000172748,27,33,18,12,29,13,20,41,49,26,15,41
ENSG00000272812,4,6,1,0,3,2,8,9,4,5,1,6
ENSG00000273402,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254104,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249868,0,0,5,3,0,0,0,0,1,15,1,2
ENSG00000177725,2,2,35,22,4,0,0,10,10,37,4,8
ENSG00000147647,5,4,35,13,42,17,4,9,18,50,32,16
ENSG00000164935,4,0,23,20,36,25,0,2,4,41,9,12
ENSG00000179577,2,0,4,0,0,2,0,0,0,18,0,3
ENSG00000279138,120,102,36,10,34,5,72,135,82,10,34,10
ENSG00000208032,6,5,0,0,2,0,3,8,4,3,0,0
ENSG00000175946,2,6,37,10,44,16,0,6,6,52,17,6
ENSG00000253550,5,13,0,2,11,11,8,16,23,7,6,6
ENSG00000091879,386,332,164,89,345,94,260,493,589,169,589,473
ENSG00000288076,24,20,53,22,50,24,32,55,69,40,40,44
ENSG00000271743,26,18,26,18,20,13,16,24,31,33,12,34
ENSG00000276580,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155189,581,523,153,83,392,208,419,716,582,282,223,647
ENSG00000266038,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283386,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136574,3,2,62,30,0,0,0,1,4,25,0,13
ENSG00000147316,439,418,250,146,560,232,341,630,613,295,420,448
ENSG00000253523,2,5,10,6,2,5,2,10,6,13,8,10
ENSG00000253116,8,8,2,1,4,6,7,1,10,11,6,20
ENSG00000242595,9,6,10,3,5,2,0,2,6,0,2,4
ENSG00000286578,0,0,3,1,0,0,0,0,1,1,0,2
ENSG00000169122,118,133,143,66,180,99,79,195,285,112,105,162
ENSG00000252535,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254623,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215339,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254423,17,7,5,1,34,9,12,24,6,0,47,12
ENSG00000255556,16,24,22,18,28,17,22,21,0,2,32,13
ENSG00000270074,17,7,6,6,7,0,6,9,1,6,8,1
ENSG00000251402,2,8,3,6,8,6,4,3,4,11,6,6
ENSG00000255549,2,5,1,1,1,0,5,1,0,0,3,3
ENSG00000131203,0,0,23,12,0,0,1,1,2,11,0,0
ENSG00000253838,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253790,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000132294,1885,1882,327,159,1796,689,1506,2753,5309,382,1161,962
ENSG00000253117,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258417,4,2,6,0,2,0,0,2,0,2,0,0
ENSG00000147679,180,171,82,56,190,67,151,259,225,80,120,143
ENSG00000253327,2,12,2,10,4,2,2,14,4,9,4,4
ENSG00000283956,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205002,0,0,4,6,2,0,4,2,14,22,2,8
ENSG00000240116,2,2,2,0,2,1,0,0,1,2,4,2
ENSG00000008853,171,158,277,213,704,280,169,255,404,340,495,280
ENSG00000120889,128,142,132,67,138,71,120,184,130,231,77,235
ENSG00000253616,0,0,12,2,0,0,0,0,0,15,0,4
ENSG00000284948,2,0,1,2,0,2,2,1,1,3,0,0
ENSG00000284956,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173535,21,8,16,6,2,2,4,2,3,28,6,23
ENSG00000173530,47,46,56,34,80,40,30,50,78,137,40,135
ENSG00000104689,14,21,35,22,12,16,12,21,18,72,12,53
ENSG00000253930,4,0,5,6,0,0,0,0,2,4,4,1
ENSG00000243265,0,0,0,2,2,0,0,0,4,4,0,9
ENSG00000147457,197,181,131,79,376,169,144,256,387,202,211,247
ENSG00000132297,8,3,42,28,2,2,5,9,6,52,2,16
ENSG00000276598,0,0,4,2,0,0,0,0,0,0,0,0
ENSG00000232600,2,0,2,3,0,0,0,1,4,11,0,0
ENSG00000254578,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167702,148,158,358,229,671,244,126,219,271,282,533,219
ENSG00000160973,2,0,15,8,0,0,0,0,0,20,4,12
ENSG00000160972,66,48,112,58,137,35,48,95,76,104,100,120
ENSG00000255182,22,18,54,26,54,11,15,24,32,29,40,26
ENSG00000167701,24,31,53,19,55,16,18,33,22,89,56,86
ENSG00000167700,32,23,64,36,64,27,34,38,52,45,75,53
ENSG00000160957,53,52,65,29,183,58,31,75,42,93,98,73
ENSG00000265393,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000160959,185,174,143,78,290,122,106,204,188,137,171,189
ENSG00000254402,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213563,91,59,58,50,98,53,52,109,110,86,84,108
ENSG00000255456,6,5,4,1,7,0,1,7,6,6,5,3
ENSG00000274772,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000254533,0,5,0,4,0,0,4,4,6,0,4,2
ENSG00000263612,0,0,6,8,2,0,0,0,4,4,2,0
ENSG00000198169,163,163,111,73,303,117,131,255,303,169,226,217
ENSG00000197363,70,90,115,75,105,48,87,114,171,119,114,91
ENSG00000147677,626,599,190,138,842,370,446,773,850,312,414,718
ENSG00000187955,26,28,57,52,20,6,30,53,30,199,32,90
ENSG00000129295,318,261,129,65,679,296,241,411,347,135,342,220
ENSG00000104497,142,122,23,19,118,40,90,171,172,23,46,103
ENSG00000147439,73,84,108,44,193,74,46,108,121,129,98,183
ENSG00000132554,112,102,29,26,70,24,60,142,38,65,13,158
ENSG00000183117,1065,1017,538,292,2540,962,821,1413,2166,397,1814,582
ENSG00000160949,7,8,73,36,148,64,13,12,32,103,45,59
ENSG00000156466,4,6,31,20,6,2,0,10,9,33,4,20
ENSG00000241852,4,7,21,11,4,6,9,6,6,32,14,22
ENSG00000188343,175,177,58,40,244,138,175,249,280,69,181,172
ENSG00000048392,415,434,92,59,217,60,282,565,516,123,167,334
ENSG00000164754,1685,1668,313,168,1835,710,1269,2169,2559,471,1079,2050
ENSG00000274443,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000178209,2828,2607,2404,1502,7294,2897,2023,3625,4307,7721,4595,10702
ENSG00000201896,0,0,8,5,0,2,0,0,0,10,0,4
ENSG00000279347,15,12,18,14,14,2,7,4,10,20,4,7
ENSG00000064313,373,395,132,81,476,197,351,552,611,199,328,381
ENSG00000104343,762,659,371,196,507,204,528,974,592,198,325,383
ENSG00000253273,12,17,0,2,14,4,6,21,13,7,10,9
ENSG00000272469,3,4,2,0,10,2,8,2,12,2,2,5
ENSG00000251633,2,0,4,6,0,0,1,0,1,2,2,4
ENSG00000154582,169,146,93,54,226,87,142,269,216,81,131,145
ENSG00000175606,102,82,53,38,122,51,73,115,184,45,76,89
ENSG00000244295,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253833,6,4,2,4,0,0,2,7,5,8,13,5
ENSG00000154589,11,15,3,4,17,6,6,15,7,0,2,48
ENSG00000212348,0,0,2,0,0,0,0,0,0,2,0,2
ENSG00000240047,2,0,4,4,2,0,2,1,0,3,2,8
ENSG00000212485,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000178125,19,9,8,4,6,0,8,22,2,5,0,15
ENSG00000183808,473,501,92,67,661,244,364,661,491,217,315,517
ENSG00000147789,150,164,140,74,312,119,103,228,254,182,157,187
ENSG00000172733,229,234,79,71,236,109,205,340,246,88,205,202
ENSG00000254314,29,25,7,0,0,2,13,27,57,3,16,34
ENSG00000253924,171,123,9,16,45,21,97,168,460,19,120,214
ENSG00000240534,13,20,0,1,4,4,15,24,73,12,18,25
ENSG00000196711,1,0,3,0,0,0,0,0,1,2,0,3
ENSG00000253463,5,4,6,6,16,6,3,20,30,12,20,4
ENSG00000221461,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253258,0,0,0,2,0,0,0,0,0,4,0,4
ENSG00000253410,0,0,2,0,0,0,0,0,0,0,0,1
ENSG00000266324,0,0,1,1,0,0,0,0,0,2,0,0
ENSG00000189376,27,28,4,8,21,18,25,28,51,18,14,26
ENSG00000259305,0,5,2,0,3,0,0,4,2,0,4,2
ENSG00000243498,0,0,6,4,0,2,0,0,0,8,0,2
ENSG00000165156,1039,1043,231,149,946,371,775,1369,1204,367,609,1255
ENSG00000222607,5,2,2,0,0,0,0,6,0,0,2,2
ENSG00000253336,38,18,28,8,40,16,28,28,30,16,34,21
ENSG00000147689,0,5,49,23,5,0,1,1,2,60,2,25
ENSG00000265520,3,8,0,1,3,3,4,14,18,1,2,14
ENSG00000212280,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000129422,1910,1800,360,281,2008,791,1331,2363,3971,876,1414,2781
ENSG00000104529,228,221,266,115,476,178,164,308,442,386,341,572
ENSG00000145002,5,3,15,8,16,8,13,12,3,8,6,7
ENSG00000164920,0,4,18,18,2,0,6,0,4,28,0,14
ENSG00000158941,311,222,183,109,491,211,200,334,478,326,374,355
ENSG00000015592,568,474,144,117,1656,721,437,777,1312,166,962,588
ENSG00000147588,4044,3682,664,442,4013,1654,3004,5387,2399,1372,670,5286
ENSG00000205186,0,1,0,0,0,0,0,2,2,3,0,0
ENSG00000170323,1,0,2,1,1,0,1,3,7,11,0,10
ENSG00000237264,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254151,0,2,0,0,0,0,5,4,2,5,0,0
ENSG00000240427,0,0,2,0,0,0,0,0,0,6,0,2
ENSG00000205184,0,0,9,2,0,0,2,2,0,0,0,0
ENSG00000133731,285,283,36,27,269,126,238,375,526,64,213,220
ENSG00000289334,2,8,26,9,2,2,2,2,16,8,5,8
ENSG00000288897,29,38,10,4,57,21,18,38,40,4,42,4
ENSG00000289584,14,6,12,6,9,12,10,8,18,4,10,14
ENSG00000289145,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289284,4,10,4,0,27,2,12,25,14,0,16,0
ENSG00000289094,16,25,11,11,27,8,14,12,28,6,20,26
ENSG00000253598,2,10,11,3,18,8,9,4,20,6,25,5
ENSG00000280193,27,26,18,10,56,18,20,39,71,18,56,11
ENSG00000104231,152,159,49,20,254,101,149,235,309,58,138,148
ENSG00000164695,2,8,19,14,0,0,0,8,2,8,0,4
ENSG00000253334,3,0,0,0,0,0,3,5,4,0,0,0
ENSG00000231942,3,7,2,0,12,2,4,11,15,12,8,6
ENSG00000253133,2,2,8,2,0,0,8,4,2,5,0,1
ENSG00000253943,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147536,21,20,36,38,9,14,16,27,12,53,8,21
ENSG00000253174,0,0,0,0,0,0,0,0,0,1,0,2
ENSG00000158669,232,217,190,98,474,161,190,351,476,259,366,337
ENSG00000264578,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147533,166,154,56,16,187,71,167,261,321,49,72,270
ENSG00000147799,381,353,297,199,617,241,284,466,308,241,460,318
ENSG00000158856,752,673,865,530,2231,864,563,1019,1240,538,1387,567
ENSG00000188676,3,4,30,20,0,0,1,4,2,60,0,10
ENSG00000223443,49,55,17,26,97,19,22,47,34,59,28,53
ENSG00000253275,0,2,0,0,0,0,2,1,0,0,0,0
ENSG00000287204,0,2,2,3,0,0,3,0,0,6,1,3
ENSG00000222468,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000286648,7,4,13,6,24,7,1,11,37,2,64,11
ENSG00000252261,1,0,1,1,7,3,3,2,1,3,33,0
ENSG00000200246,0,0,3,3,2,0,0,0,0,2,0,0
ENSG00000212407,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254346,2,0,6,0,0,0,2,4,0,12,4,8
ENSG00000254090,1,5,5,0,0,2,0,3,7,6,0,15
ENSG00000253393,0,0,4,2,0,0,0,0,0,2,0,0
ENSG00000012232,647,712,518,258,897,364,574,912,910,611,706,625
ENSG00000261587,2,2,8,4,6,8,0,4,2,19,6,7
ENSG00000207450,0,0,0,0,1,0,1,0,2,0,2,0
ENSG00000287959,13,8,22,16,26,5,5,12,10,19,5,14
ENSG00000222522,0,0,2,1,0,0,0,0,0,0,2,0
ENSG00000169139,476,486,65,72,584,225,351,614,743,86,284,206
ENSG00000253843,0,0,10,9,0,0,0,0,0,5,0,5
ENSG00000207138,0,0,1,2,0,0,0,0,0,5,0,0
ENSG00000253530,1,1,4,4,0,0,0,0,0,10,0,6
ENSG00000168672,150,128,152,106,96,40,155,207,243,107,85,268
ENSG00000253543,0,0,6,3,0,0,0,1,0,2,0,0
ENSG00000212451,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000282961,19,25,40,23,4,0,12,36,20,65,13,34
ENSG00000224722,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271509,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000280997,0,1,20,9,0,0,0,0,2,8,2,8
ENSG00000123908,1311,1281,508,282,1287,470,1019,1773,2078,694,1037,1771
ENSG00000279766,10,9,2,2,11,3,9,12,19,22,10,20
ENSG00000280326,17,11,16,18,25,4,24,28,19,20,16,24
ENSG00000280303,13,14,54,14,12,8,5,21,14,34,8,35
ENSG00000254324,5,4,3,2,14,3,2,4,11,2,17,5
ENSG00000279786,18,40,42,12,33,6,24,36,40,23,28,41
ENSG00000252864,0,0,2,2,3,0,0,1,2,0,2,0
ENSG00000253266,2,0,14,14,10,0,4,0,0,20,0,8
ENSG00000215343,0,0,4,2,0,0,0,0,0,0,1,2
ENSG00000078579,4,6,16,10,3,2,11,8,4,11,2,15
ENSG00000155970,738,640,165,110,571,233,530,966,874,47,350,242
ENSG00000244113,0,2,2,0,6,2,4,4,7,0,0,8
ENSG00000164932,43,22,13,6,44,16,29,51,48,14,17,47
ENSG00000266289,10,12,0,2,6,2,14,21,16,2,2,14
ENSG00000207399,2,8,0,0,4,1,0,4,11,0,5,4
ENSG00000285982,0,2,0,2,3,0,0,2,4,3,4,2
ENSG00000288945,14,10,6,8,9,4,4,15,17,2,20,4
ENSG00000261670,14,9,20,22,33,13,12,23,15,6,25,4
ENSG00000271830,2,5,0,0,1,2,7,3,2,0,0,2
ENSG00000255105,0,2,3,1,9,0,1,2,0,4,1,4
ENSG00000254644,3,6,0,0,3,2,4,6,4,6,2,4
ENSG00000239344,6,10,2,3,16,10,5,9,7,0,12,4
ENSG00000169398,2815,2586,699,430,3645,1554,2003,3702,4838,1088,2282,3189
ENSG00000289502,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253250,19,6,0,0,6,6,18,18,7,7,8,14
ENSG00000155099,252,287,47,27,202,75,188,395,324,54,138,146
ENSG00000155100,264,215,44,42,221,76,169,334,336,41,108,222
ENSG00000214954,14,13,16,8,17,13,14,20,27,20,9,25
ENSG00000253525,10,10,6,6,16,4,4,7,6,17,0,14
ENSG00000266194,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147606,6,12,23,17,6,0,0,8,22,32,6,8
ENSG00000104738,164,170,105,57,345,118,160,235,371,143,221,201
ENSG00000104312,111,101,34,20,97,32,94,192,126,37,27,156
ENSG00000253349,0,0,0,0,0,4,2,2,6,0,0,0
ENSG00000275103,0,6,5,8,0,2,0,2,2,4,0,3
